TargetName,HUGOSymbol,TargetGroup,AnalyteType,CodeClass,ProbePool,MinCount,MaxCount,MedianCount,GeomeanCount,NumberOfProbesIncluded,NumberOfProbesTotal,GeneID
BANF1,BANF1,All Targets,RNA,Endogenous,01,1,818,18,18.36880726,1,1,8815
PRORY,PRORY,All Targets,RNA,Endogenous,01,1,916,12,11.42703778,1,1,100533178
CBLB,CBLB,All Targets,RNA,Endogenous,01,1,912,12,11.89370829,1,1,868
CD248,CD248,All Targets,RNA,Endogenous,01,1,809,15,15.36282995,1,1,57124
RAET1E,RAET1E,All Targets,RNA,Endogenous,01,1,779,10,10.03663674,1,1,135250
SCGB2B2,SCGB2B2,All Targets,RNA,Endogenous,01,1,1149,18,17.07289297,1,1,284402
AXIN1,AXIN1,All Targets,RNA,Endogenous,01,1,831,17,17.34773795,1,1,8312
C2CD4D,C2CD4D,All Targets,RNA,Endogenous,01,1,683,11,11.02536683,1,1,100191040
DBNL,DBNL,All Targets,RNA,Endogenous,01,1,858,31,29.62896607,1,1,28988
PKP4,PKP4,All Targets,RNA,Endogenous,01,1,840,14,15.19335443,1,1,8502
RNF128,RNF128,All Targets,RNA,Endogenous,01,1,709,8,8.066294317,1,1,79589
OR52A1,OR52A1,All Targets,RNA,Endogenous,01,1,1007,13,13.07581255,1,1,23538
TIA1,TIA1,All Targets,RNA,Endogenous,01,1,752,12,11.71224975,1,1,7072
MAGEB1,MAGEB1,All Targets,RNA,Endogenous,01,1,834,11,10.25382161,1,1,4112
SLC8A1,SLC8A1,All Targets,RNA,Endogenous,01,1,789,15,14.57346903,1,1,6546
SMAD5,SMAD5,All Targets,RNA,Endogenous,01,1,840,14,13.35972617,1,1,4090
PLP2,PLP2,All Targets,RNA,Endogenous,01,1,1755,45,45.31485738,1,1,5355
PHKA1,PHKA1,All Targets,RNA,Endogenous,01,1,893,11,11.09576376,1,1,5255
SH3GLB2,SH3GLB2,All Targets,RNA,Endogenous,01,1,895,18,16.85717182,1,1,56904
SCARB1,SCARB1,All Targets,RNA,Endogenous,01,1,904,19,18.59441908,1,1,949
BPHL,BPHL,All Targets,RNA,Endogenous,01,1,673,12,11.89281845,1,1,670
ABCA4,ABCA4,All Targets,RNA,Endogenous,01,1,1553,19,18.56011729,1,1,24
TRIM58,TRIM58,All Targets,RNA,Endogenous,01,1,690,9,8.581998648,1,1,25893
CXCR4,CXCR4,All Targets,RNA,Endogenous,01,1,859,67,66.37509106,1,1,7852
KCNV1,KCNV1,All Targets,RNA,Endogenous,01,1,817,12,12.03345736,1,1,27012
GPX5,GPX5,All Targets,RNA,Endogenous,01,1,848,17,16.92480142,1,1,2880
ACKR1,ACKR1,All Targets,RNA,Endogenous,01,1,885,11,11.0177148,1,1,2532
LEPR,LEPR,All Targets,RNA,Endogenous,01,1,878,17,16.15853636,1,1,3953
GLIS3,GLIS3,All Targets,RNA,Endogenous,01,1,1056,16,17.41118209,1,1,169792
PDE1B,PDE1B,All Targets,RNA,Endogenous,01,1,672,15,14.17430927,1,1,5153
GFRA3,GFRA3,All Targets,RNA,Endogenous,01,1,864,15,14.2785077,1,1,2676
FEM1C,FEM1C,All Targets,RNA,Endogenous,01,1,1638,24.5,24.76837076,1,1,56929
DDT,DDT,All Targets,RNA,Endogenous,01,1,1618,28,26.75101214,1,1,1652
KRTAP13-4,KRTAP13-4,All Targets,RNA,Endogenous,01,1,813,12,10.72316519,1,1,284827
UGT2B7,"UGT2B7,UGT2B10",All Targets,RNA,Endogenous,01,1,1051,14,13.28945331,1,1,7364
KRTAP12-3,KRTAP12-3,All Targets,RNA,Endogenous,01,1,852,51,52.69270762,1,1,386683
LEFTY1,LEFTY1,All Targets,RNA,Endogenous,01,1,770,11,10.38678528,1,1,10637
CEPT1,CEPT1,All Targets,RNA,Endogenous,01,1,643,12,12.03148714,1,1,10390
KRTAP5-11,KRTAP5-11,All Targets,RNA,Endogenous,01,1,954,15,14.28566596,1,1,440051
HIRA,HIRA,All Targets,RNA,Endogenous,01,1,972,17,15.71812798,1,1,7290
L1TD1,L1TD1,All Targets,RNA,Endogenous,01,1,835,11,11.66730911,1,1,54596
DPEP3,DPEP3,All Targets,RNA,Endogenous,01,1,826,11,10.54452111,1,1,64180
OR14K1,OR14K1,All Targets,RNA,Endogenous,01,1,1029,17,16.96143306,1,1,343170
CLDN12,CLDN12,All Targets,RNA,Endogenous,01,1,622,9,8.653116961,1,1,9069
PAXX,PAXX,All Targets,RNA,Endogenous,01,1,940,23,23.37159861,1,1,286257
SMCO1,SMCO1,All Targets,RNA,Endogenous,01,1,924,12,12.26799857,1,1,255798
PRPF19,PRPF19,All Targets,RNA,Endogenous,01,1,784,12,11.80452712,1,1,27339
MTX3,MTX3,All Targets,RNA,Endogenous,01,1,888,14.5,14.29421052,1,1,345778
TTC9B,TTC9B,All Targets,RNA,Endogenous,01,1,782,9,9.125017316,1,1,148014
FAM222B,FAM222B,All Targets,RNA,Endogenous,01,1,941,17,16.75019708,1,1,55731
GLA,GLA,All Targets,RNA,Endogenous,01,1,971,12.5,12.01040269,1,1,2717
RALYL,RALYL,All Targets,RNA,Endogenous,01,1,759,9.5,8.669018591,1,1,138046
USP22,USP22,All Targets,RNA,Endogenous,01,1,878,27,26.6442452,1,1,23326
USP38,USP38,All Targets,RNA,Endogenous,01,1,743,11,10.37135321,1,1,84640
SDR42E1,SDR42E1,All Targets,RNA,Endogenous,01,1,831,12.5,12.20772931,1,1,93517
DGKA,DGKA,All Targets,RNA,Endogenous,01,1,1172,21,20.42704937,1,1,1606
HSPA6,"HSPA7,HSPA6",All Targets,RNA,Endogenous,01,1,1009,23,23.2387891,1,1,3310
COA6,COA6,All Targets,RNA,Endogenous,01,1,798,10,10.49726304,1,1,388753
SCN1A,SCN1A,All Targets,RNA,Endogenous,01,1,769,12,11.73571663,1,1,6323
SPIN4,SPIN4,All Targets,RNA,Endogenous,01,1,989,14,14.03404638,1,1,139886
UTP6,UTP6,All Targets,RNA,Endogenous,01,1,838,14,13.10983489,1,1,55813
ANKRD62,ANKRD62,All Targets,RNA,Endogenous,01,1,873,12,11.27954389,1,1,342850
PTGR2,PTGR2,All Targets,RNA,Endogenous,01,1,771,13,12.78099,1,1,145482
RBFOX3,RBFOX3,All Targets,RNA,Endogenous,01,1,720,12,11.54038304,1,1,146713
RTN4RL1,RTN4RL1,All Targets,RNA,Endogenous,01,1,905,15,15.89613817,1,1,146760
MAPK8IP3,MAPK8IP3,All Targets,RNA,Endogenous,01,1,899,28,27.55047589,1,1,23162
ITPK1,ITPK1,All Targets,RNA,Endogenous,01,1,820,12.5,12.23487396,1,1,3705
TBCEL,"TBCEL,TBCEL-TECTA",All Targets,RNA,Endogenous,01,1,864,15,14.39800118,1,1,219899
SCP2,SCP2,All Targets,RNA,Endogenous,01,1,824,19,18.23470663,1,1,6342
NIPAL3,NIPAL3,All Targets,RNA,Endogenous,01,1,954,14,13.70027209,1,1,57185
NOP10,NOP10,All Targets,RNA,Endogenous,01,1,822,22.5,23.18772006,1,1,55505
NOTUM,NOTUM,All Targets,RNA,Endogenous,01,1,844,22,21.70530875,1,1,147111
SOCS7,SOCS7,All Targets,RNA,Endogenous,01,1,920,12.5,12.20347583,1,1,30837
USP39,USP39,All Targets,RNA,Endogenous,01,1,683,9.5,9.760380661,1,1,10713
FBXO11,FBXO11,All Targets,RNA,Endogenous,01,1,745,16,15.70549826,1,1,80204
EHMT2,EHMT2,All Targets,RNA,Endogenous,01,1,684,11.5,11.81122678,1,1,10919
SERPINA5,SERPINA5,All Targets,RNA,Endogenous,01,1,783,20.5,20.61428036,1,1,5104
CAMK1G,CAMK1G,All Targets,RNA,Endogenous,01,1,826,12,12.25520869,1,1,57172
OLFM4,OLFM4,All Targets,RNA,Endogenous,01,1,805,16,14.83521513,1,1,10562
ECM1,ECM1,All Targets,RNA,Endogenous,01,1,944,15,14.57063174,1,1,1893
FBXL8,FBXL8,All Targets,RNA,Endogenous,01,1,847,31,29.6406682,1,1,55336
ZPBP,ZPBP,All Targets,RNA,Endogenous,01,1,755,9,8.565784459,1,1,11055
KIAA0232,KIAA0232,All Targets,RNA,Endogenous,01,1,640,9.5,9.276010626,1,1,9778
CCNB2,CCNB2,All Targets,RNA,Endogenous,01,1,873,12,11.73800879,1,1,9133
FUT2,FUT2,All Targets,RNA,Endogenous,01,1,952,14,14.24346918,1,1,2524
TAS2R7,TAS2R7,All Targets,RNA,Endogenous,01,1,951,23,23.10006332,1,1,50837
NCK2,NCK2,All Targets,RNA,Endogenous,01,1,911,31.5,32.84038847,1,1,8440
TTC28,TTC28,All Targets,RNA,Endogenous,01,1,796,11,10.18998093,1,1,23331
TADA2B,TADA2B,All Targets,RNA,Endogenous,01,1,988,21,22.20868651,1,1,93624
UMAD1,UMAD1,All Targets,RNA,Endogenous,01,1,874,14,12.94949901,1,1,729852
CTSA,CTSA,All Targets,RNA,Endogenous,01,1,818,13,13.13811776,1,1,5476
ADSS1,ADSS1,All Targets,RNA,Endogenous,01,1,894,12,11.85854737,1,1,122622
ELAVL3,ELAVL3,All Targets,RNA,Endogenous,01,1,1132,25,24.44365784,1,1,1995
NDUFV2,NDUFV2,All Targets,RNA,Endogenous,01,1,877,28,29.32808168,1,1,4729
SH3BP5,SH3BP5,All Targets,RNA,Endogenous,01,1,765,14,13.75534817,1,1,9467
KAT7,KAT7,All Targets,RNA,Endogenous,01,1,864,30,31.39871137,1,1,11143
PRR23A,PRR23A,All Targets,RNA,Endogenous,01,1,724,11,11.10247704,1,1,729627
ADRA1A,ADRA1A,All Targets,RNA,Endogenous,01,1,803,14,14.58152586,1,1,148
IL15RA,IL15RA,All Targets,RNA,Endogenous,01,1,722,14,13.67368823,1,1,3601
CMTR2,CMTR2,All Targets,RNA,Endogenous,01,1,674,12,10.78237035,1,1,55783
INSRR,INSRR,All Targets,RNA,Endogenous,01,1,785,13,11.9709956,1,1,3645
NADSYN1,NADSYN1,All Targets,RNA,Endogenous,01,1,881,15,13.54461576,1,1,55191
ITIH2,ITIH2,All Targets,RNA,Endogenous,01,1,748,11,10.65978349,1,1,3698
ZNF575,ZNF575,All Targets,RNA,Endogenous,01,1,704,17,15.7178827,1,1,284346
APOOL,APOOL,All Targets,RNA,Endogenous,01,1,848,11,10.76319468,1,1,139322
TTK,TTK,All Targets,RNA,Endogenous,01,1,810,12,12.30389667,1,1,7272
LGMN,LGMN,All Targets,RNA,Endogenous,01,1,960,23,22.84655497,1,1,5641
H3-3A,"H3-3A,H3P6",All Targets,RNA,Endogenous,01,1,1453,95.5,95.46101564,1,1,3020
TRIM68,TRIM68,All Targets,RNA,Endogenous,01,1,792,13,12.55003537,1,1,55128
NANOGP8,"NANOG,NANOGP8",All Targets,RNA,Endogenous,01,1,1411,21,19.87662933,1,1,388112
ZNF839,ZNF839,All Targets,RNA,Endogenous,01,1,729,11,10.9971825,1,1,55778
FBXO39,FBXO39,All Targets,RNA,Endogenous,01,1,633,10.5,10.18808289,1,1,162517
OSBP2,OSBP2,All Targets,RNA,Endogenous,01,1,767,14,14.19385383,1,1,23762
IL12RB2,IL12RB2,All Targets,RNA,Endogenous,01,1,766,10.5,10.39764754,1,1,3595
CEBPB,CEBPB,All Targets,RNA,Endogenous,01,1,1003,22,22.00551361,1,1,1051
TFEB,TFEB,All Targets,RNA,Endogenous,01,1,1063,19,18.21281206,1,1,7942
TMEM108,TMEM108,All Targets,RNA,Endogenous,01,1,849,15,14.75128144,1,1,66000
SLC25A53,SLC25A53,All Targets,RNA,Endogenous,01,1,960,12,12.24242451,1,1,401612
MRPL24,MRPL24,All Targets,RNA,Endogenous,01,1,795,17,16.20696163,1,1,79590
EFNB1,EFNB1,All Targets,RNA,Endogenous,01,1,788,8,7.883926638,1,1,1947
OR2M5,"OR2M5,OR2M7,OR2M1P,OR2M3,OR2M2",All Targets,RNA,Endogenous,01,1,771,19,19.08085671,1,1,127059
CYP2A13,CYP2A13,All Targets,RNA,Endogenous,01,1,841,13,12.47612508,1,1,1553
SGCA,SGCA,All Targets,RNA,Endogenous,01,1,812,24,23.46861937,1,1,6442
NKTR,NKTR,All Targets,RNA,Endogenous,01,1,935,16,16.27818415,1,1,4820
COPE,COPE,All Targets,RNA,Endogenous,01,1,935,20,20.59730119,1,1,11316
AP2S1,AP2S1,All Targets,RNA,Endogenous,01,1,736,14,13.34218106,1,1,1175
CEBPG,CEBPG,All Targets,RNA,Endogenous,01,1,735,16,16.82095549,1,1,1054
COPS2,COPS2,All Targets,RNA,Endogenous,01,1,1030,18,18.02102325,1,1,9318
PET100,PET100,All Targets,RNA,Endogenous,01,1,767,27,27.44671546,1,1,100131801
ERGIC1,ERGIC1,All Targets,RNA,Endogenous,01,1,748,24.5,24.31459695,1,1,57222
SNRNP70,SNRNP70,All Targets,RNA,Endogenous,01,1,901,32.5,34.43925059,1,1,6625
TMEM53,TMEM53,All Targets,RNA,Endogenous,01,1,978,12,11.40992058,1,1,79639
SPATA2L,SPATA2L,All Targets,RNA,Endogenous,01,1,944,66.5,63.06662772,1,1,124044
CCAR2,CCAR2,All Targets,RNA,Endogenous,01,1,764,15,14.24283267,1,1,57805
NDRG2,NDRG2,All Targets,RNA,Endogenous,01,1,909,12,11.1058495,1,1,57447
CTNNBIP1,CTNNBIP1,All Targets,RNA,Endogenous,01,1,1074,20,20.97287872,1,1,56998
FDPS,FDPS,All Targets,RNA,Endogenous,01,1,490,16,16.83282926,1,1,2224
EP400,EP400,All Targets,RNA,Endogenous,01,1,719,10.5,10.05486628,1,1,57634
HERPUD1,HERPUD1,All Targets,RNA,Endogenous,01,1,994,32,31.47719342,1,1,9709
FAM207A,FAM207A,All Targets,RNA,Endogenous,01,1,781,14,14.08451055,1,1,85395
CACNB2,CACNB2,All Targets,RNA,Endogenous,01,1,720,13,13.11565253,1,1,783
MIEF2,MIEF2,All Targets,RNA,Endogenous,01,1,771,11,10.82775157,1,1,125170
BAMBI,BAMBI,All Targets,RNA,Endogenous,01,1,929,19,17.73820864,1,1,25805
SIRPB1,SIRPB1,All Targets,RNA,Endogenous,01,1,587,12,11.40004855,1,1,10326
XKR7,XKR7,All Targets,RNA,Endogenous,01,1,1113,15,14.14366187,1,1,343702
G6PC3,G6PC3,All Targets,RNA,Endogenous,01,1,908,13,11.99240388,1,1,92579
KLHDC4,KLHDC4,All Targets,RNA,Endogenous,01,1,878,13,13.00827354,1,1,54758
NPHP3,NPHP3,All Targets,RNA,Endogenous,01,1,607,8,6.909310212,1,1,27031
USP13,USP13,All Targets,RNA,Endogenous,01,1,873,12,12.0039642,1,1,8975
COL28A1,COL28A1,All Targets,RNA,Endogenous,01,1,821,10,9.538214144,1,1,340267
PHLDA2,PHLDA2,All Targets,RNA,Endogenous,01,1,889,18,17.06077167,1,1,7262
TEX48,TEX48,All Targets,RNA,Endogenous,01,1,937,13,12.48203717,1,1,100505478
TRIL,TRIL,All Targets,RNA,Endogenous,01,1,934,14,14.20496922,1,1,9865
MYC,MYC,All Targets,RNA,Endogenous,01,1,997,28,26.86137125,1,1,4609
ICAM5,ICAM5,All Targets,RNA,Endogenous,01,1,1103,20,19.62993959,1,1,7087
FGF5,FGF5,All Targets,RNA,Endogenous,01,1,831,13,13.09302978,1,1,2250
HUS1,HUS1,All Targets,RNA,Endogenous,01,1,1018,20,19.69462757,1,1,3364
SUV39H2,SUV39H2,All Targets,RNA,Endogenous,01,1,755,12,10.96604061,1,1,79723
PRSS21,PRSS21,All Targets,RNA,Endogenous,01,1,797,10.5,9.866639062,1,1,10942
HTN3,HTN3,All Targets,RNA,Endogenous,01,1,756,11,11.19627943,1,1,3347
PMP22,PMP22,All Targets,RNA,Endogenous,01,1,886,21,21.02084405,1,1,5376
PRKRIP1,PRKRIP1,All Targets,RNA,Endogenous,01,1,757,23,22.12284737,1,1,79706
DPCD,DPCD,All Targets,RNA,Endogenous,01,1,891,10,10.37295284,1,1,25911
RTL8B,RTL8B,All Targets,RNA,Endogenous,01,1,940,14,12.99745357,1,1,441518
BTF3,"BTF3P11,BTF3",All Targets,RNA,Endogenous,01,1,729,39,37.16486338,1,1,689
FAR1,FAR1,All Targets,RNA,Endogenous,01,1,848,13,12.38138488,1,1,84188
RNF10,RNF10,All Targets,RNA,Endogenous,01,1,732,14,13.40375475,1,1,9921
GPR132,GPR132,All Targets,RNA,Endogenous,01,1,1290,22,22.36093857,1,1,29933
SARAF,SARAF,All Targets,RNA,Endogenous,01,1,787,27,27.2497263,1,1,51669
ARMH1,ARMH1,All Targets,RNA,Endogenous,01,1,1042,14,13.66823456,1,1,339541
MICOS10,MICOS10,All Targets,RNA,Endogenous,01,1,835,30,28.70573504,1,1,440574
TBX1,TBX1,All Targets,RNA,Endogenous,01,1,818,12,11.4538715,1,1,6899
SERTAD4,SERTAD4,All Targets,RNA,Endogenous,01,1,1118,13,12.38331323,1,1,56256
OR2H1,OR2H1,All Targets,RNA,Endogenous,01,1,776,10,9.520041807,1,1,26716
SLC35B4,SLC35B4,All Targets,RNA,Endogenous,01,1,856,16,15.66899519,1,1,84912
DPP3,DPP3,All Targets,RNA,Endogenous,01,1,917,13,12.21466184,1,1,10072
CACNG3,CACNG3,All Targets,RNA,Endogenous,01,1,708,17,16.357654,1,1,10368
FAM107A,FAM107A,All Targets,RNA,Endogenous,01,1,854,15.5,15.03125368,1,1,11170
ADAMTS12,ADAMTS12,All Targets,RNA,Endogenous,01,1,751,11,10.31682338,1,1,81792
RTP1,RTP1,All Targets,RNA,Endogenous,01,1,788,13,13.4109224,1,1,132112
FNDC1,FNDC1,All Targets,RNA,Endogenous,01,1,788,10,9.680093538,1,1,84624
KCNE2,KCNE2,All Targets,RNA,Endogenous,01,1,877,16,16.39026936,1,1,9992
MAGEC2,MAGEC2,All Targets,RNA,Endogenous,01,1,1025,14,13.41355945,1,1,51438
CASTOR2,CASTOR2,All Targets,RNA,Endogenous,01,1,1055,17,16.28641422,1,1,729438
MAGEA2,"MAGEA2B,MAGEA2",All Targets,RNA,Endogenous,01,1,863,12,10.91338401,1,1,4101
ZNF443,ZNF443,All Targets,RNA,Endogenous,01,1,981,14,14.71092922,1,1,10224
PTGIS,PTGIS,All Targets,RNA,Endogenous,01,1,747,13,12.59657488,1,1,5740
UAP1L1,UAP1L1,All Targets,RNA,Endogenous,01,1,766,16.5,15.18416901,1,1,91373
SMC4,SMC4,All Targets,RNA,Endogenous,01,1,891,14,13.85447384,1,1,10051
BSCL2,"HNRNPUL2-BSCL2,BSCL2",All Targets,RNA,Endogenous,01,1,704,11.5,10.67421513,1,1,26580
ESRRG,ESRRG,All Targets,RNA,Endogenous,01,1,846,11,10.55770207,1,1,2104
PROSER1,PROSER1,All Targets,RNA,Endogenous,01,1,767,13,12.35353616,1,1,80209
CYP51A1,CYP51A1,All Targets,RNA,Endogenous,01,1,1048,17,17.13591991,1,1,1595
TMEM150C,TMEM150C,All Targets,RNA,Endogenous,01,1,667,9,9.153290812,1,1,441027
IL2RA,IL2RA,All Targets,RNA,Endogenous,01,1,749,16,15.2515006,1,1,3559
ZCCHC24,ZCCHC24,All Targets,RNA,Endogenous,01,1,871,17,16.5995369,1,1,219654
TMEM139,TMEM139,All Targets,RNA,Endogenous,01,1,775,15,14.54216422,1,1,135932
TPTE2,TPTE2,All Targets,RNA,Endogenous,01,1,816,9,8.436513893,1,1,93492
ARHGAP17,ARHGAP17,All Targets,RNA,Endogenous,01,1,892,20,19.77653718,1,1,55114
LLPH,"LOC107985567,LLPH",All Targets,RNA,Endogenous,01,1,793,17,17.41441288,1,1,84298
RPLP1,RPLP1,All Targets,RNA,Endogenous,01,1,6065,286,278.6386643,1,1,6176
CCDC170,CCDC170,All Targets,RNA,Endogenous,01,1,722,11,10.35099033,1,1,80129
GPR37L1,GPR37L1,All Targets,RNA,Endogenous,01,1,887,11,10.84997831,1,1,9283
VAPB,VAPB,All Targets,RNA,Endogenous,01,1,834,11,10.8165282,1,1,9217
OBSCN,OBSCN,All Targets,RNA,Endogenous,01,1,858,27.5,26.05159779,1,1,84033
KLHL29,KLHL29,All Targets,RNA,Endogenous,01,1,782,11.5,11.54226448,1,1,114818
TGFA,TGFA,All Targets,RNA,Endogenous,01,1,1193,17,17.0900871,1,1,7039
ZNF577,ZNF577,All Targets,RNA,Endogenous,01,1,956,18,17.88138552,1,1,84765
SLC25A43,SLC25A43,All Targets,RNA,Endogenous,01,1,916,14,13.89390641,1,1,203427
NLRP9,NLRP9,All Targets,RNA,Endogenous,01,1,932,18,18.05472746,1,1,338321
HMGN2,"LOC107986383,HMGN2",All Targets,RNA,Endogenous,01,1,820,60.5,65.1144025,1,1,3151
EFNA4,EFNA4,All Targets,RNA,Endogenous,01,1,716,20,19.27105468,1,1,1945
NSFL1C,NSFL1C,All Targets,RNA,Endogenous,01,1,871,13,11.74050681,1,1,55968
TEX14,TEX14,All Targets,RNA,Endogenous,01,1,919,13,12.10607856,1,1,56155
AATK,AATK,All Targets,RNA,Endogenous,01,1,912,11,10.23111967,1,1,9625
SGSM2,SGSM2,All Targets,RNA,Endogenous,01,1,712,30,30.60480497,1,1,9905
RNF168,RNF168,All Targets,RNA,Endogenous,01,1,826,16,15.97798819,1,1,165918
FBXL6,FBXL6,All Targets,RNA,Endogenous,01,1,897,14,13.87986893,1,1,26233
SNX11,SNX11,All Targets,RNA,Endogenous,01,1,840,18,18.27080143,1,1,29916
ACAD10,ACAD10,All Targets,RNA,Endogenous,01,1,426,10,9.463826518,1,1,80724
LIPM,LIPM,All Targets,RNA,Endogenous,01,1,781,15,14.44283473,1,1,340654
KIF5B,KIF5B,All Targets,RNA,Endogenous,01,1,862,13,13.55552218,1,1,3799
GOLPH3,GOLPH3,All Targets,RNA,Endogenous,01,1,768,15,14.80488331,1,1,64083
MTF2,MTF2,All Targets,RNA,Endogenous,01,1,762,13,13.41064161,1,1,22823
OR1Q1,OR1Q1,All Targets,RNA,Endogenous,01,1,919,11,9.736493454,1,1,158131
PRSS50,PRSS50,All Targets,RNA,Endogenous,01,1,894,13,12.88431909,1,1,29122
UBR2,UBR2,All Targets,RNA,Endogenous,01,1,765,15,14.70479622,1,1,23304
TMED8,TMED8,All Targets,RNA,Endogenous,01,1,854,13,12.85430844,1,1,283578
GPR107,GPR107,All Targets,RNA,Endogenous,01,1,843,19.5,18.80391465,1,1,57720
RPP25,RPP25,All Targets,RNA,Endogenous,01,1,790,23.5,24.83577981,1,1,54913
PHLPP2,PHLPP2,All Targets,RNA,Endogenous,01,1,665,11,10.44335544,1,1,23035
ARRDC3,ARRDC3,All Targets,RNA,Endogenous,01,1,1163,43,42.03622077,1,1,57561
ADAMTS14,ADAMTS14,All Targets,RNA,Endogenous,01,1,967,13,12.05301703,1,1,140766
TRIM41,TRIM41,All Targets,RNA,Endogenous,01,1,744,18,17.00025501,1,1,90933
TRIM65,TRIM65,All Targets,RNA,Endogenous,01,1,768,17,15.80704819,1,1,201292
MKI67,MKI67,All Targets,RNA,Endogenous,01,1,708,13,13.24542411,1,1,4288
PNLIPRP3,PNLIPRP3,All Targets,RNA,Endogenous,01,1,1047,26,25.165255,1,1,119548
ASZ1,ASZ1,All Targets,RNA,Endogenous,01,1,782,9,9.540918899,1,1,136991
TOP3B,TOP3B,All Targets,RNA,Endogenous,01,1,986,13,12.83278209,1,1,8940
GRK1,GRK1,All Targets,RNA,Endogenous,01,1,952,14,14.40419875,1,1,6011
ENOSF1,ENOSF1,All Targets,RNA,Endogenous,01,1,811,13,12.97959109,1,1,55556
ATP6V1F,ATP6V1F,All Targets,RNA,Endogenous,01,1,810,19,17.71946879,1,1,9296
PRSS37,PRSS37,All Targets,RNA,Endogenous,01,1,1143,19,18.26050044,1,1,136242
ARF1,ARF1,All Targets,RNA,Endogenous,01,1,725,26,27.21913238,1,1,375
TAFA3,TAFA3,All Targets,RNA,Endogenous,01,1,895,14,13.02467485,1,1,284467
IGHA1,IGHA1,All Targets,RNA,Endogenous,01,1,12996,203.5,204.1559433,1,1,3493
ZNF333,ZNF333,All Targets,RNA,Endogenous,01,1,875,12,10.89204745,1,1,84449
MRPS22,MRPS22,All Targets,RNA,Endogenous,01,1,948,13,12.56902608,1,1,56945
CDHR4,CDHR4,All Targets,RNA,Endogenous,01,1,1035,14,13.05084116,1,1,389118
CDH17,CDH17,All Targets,RNA,Endogenous,01,1,876,10,10.77810927,1,1,1015
SMIM19,SMIM19,All Targets,RNA,Endogenous,01,1,766,29,29.99538159,1,1,114926
LZTS2,LZTS2,All Targets,RNA,Endogenous,01,1,804,11,10.97120948,1,1,84445
DLX2,DLX2,All Targets,RNA,Endogenous,01,1,788,17,16.63768996,1,1,1746
LAMP2,LAMP2,All Targets,RNA,Endogenous,01,1,821,22,21.04078984,1,1,3920
TMEM104,TMEM104,All Targets,RNA,Endogenous,01,1,973,13,13.6671676,1,1,54868
IPMK,IPMK,All Targets,RNA,Endogenous,01,1,864,16,16.33219447,1,1,253430
RPS3,RPS3,All Targets,RNA,Endogenous,01,1,2935,137,139.0139814,1,1,6188
ZFX,ZFX,All Targets,RNA,Endogenous,01,1,847,11,11.14817257,1,1,7543
HRH3,HRH3,All Targets,RNA,Endogenous,01,1,883,12.5,12.67979531,1,1,11255
PHOX2A,PHOX2A,All Targets,RNA,Endogenous,01,1,927,10,10.01178175,1,1,401
TEKT5,TEKT5,All Targets,RNA,Endogenous,01,1,856,11,11.29423775,1,1,146279
RIPPLY3,RIPPLY3,All Targets,RNA,Endogenous,01,1,832,8,7.888447906,1,1,53820
KLK3,KLK3,All Targets,RNA,Endogenous,01,1,668,16,15.41304161,1,1,354
PWWP3B,PWWP3B,All Targets,RNA,Endogenous,01,1,818,10,9.389792091,1,1,139221
CSF1R,CSF1R,All Targets,RNA,Endogenous,01,1,725,16,16.00319184,1,1,1436
DSG2,DSG2,All Targets,RNA,Endogenous,01,1,841,12,13.02656889,1,1,1829
PFDN1,PFDN1,All Targets,RNA,Endogenous,01,1,843,24.5,25.41942282,1,1,5201
TFEC,TFEC,All Targets,RNA,Endogenous,01,1,933,14,12.37736642,1,1,22797
LIME1,LIME1,All Targets,RNA,Endogenous,01,1,757,16,16.75565715,1,1,54923
OR11G2,OR11G2,All Targets,RNA,Endogenous,01,1,1006,19,18.53205552,1,1,390439
MTMR1,MTMR1,All Targets,RNA,Endogenous,01,1,822,13,12.63264261,1,1,8776
C15orf40,C15orf40,All Targets,RNA,Endogenous,01,1,847,13,13.46689584,1,1,123207
CLIC5,CLIC5,All Targets,RNA,Endogenous,01,1,833,16,14.66280666,1,1,53405
CNTN5,CNTN5,All Targets,RNA,Endogenous,01,1,810,9,9.569258315,1,1,53942
PDILT,PDILT,All Targets,RNA,Endogenous,01,1,898,15.5,15.20513611,1,1,204474
KCNJ8,KCNJ8,All Targets,RNA,Endogenous,01,1,841,14,14.14646576,1,1,3764
PRKCQ,PRKCQ,All Targets,RNA,Endogenous,01,1,738,15,14.29305759,1,1,5588
GINS2,GINS2,All Targets,RNA,Endogenous,01,1,918,14.5,14.40312591,1,1,51659
RHO,RHO,All Targets,RNA,Endogenous,01,1,748,11,10.69219514,1,1,6010
ANKRD10,ANKRD10,All Targets,RNA,Endogenous,01,1,976,29.5,30.34882892,1,1,55608
IDH3B,IDH3B,All Targets,RNA,Endogenous,01,1,851,18,17.09749639,1,1,3420
TNFSF15,TNFSF15,All Targets,RNA,Endogenous,01,1,749,11.5,11.45525739,1,1,9966
PSMD14,PSMD14,All Targets,RNA,Endogenous,01,1,856,22.5,23.73973263,1,1,10213
OR5K2,OR5K2,All Targets,RNA,Endogenous,01,1,813,11,11.0390076,1,1,402135
ANKRD1,ANKRD1,All Targets,RNA,Endogenous,01,1,822,11,10.33493922,1,1,27063
